organoid_type	doi	pmcid	first_author	year	journal	species	source_cell_type	license	has_methods	has_supplement	gold_candidate	flags	notes
cerebral	10.1038/s41586-025-10047-5	PMC12999519	Gordon	2026	Nature	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
kidney	10.7150/jca.127511	PMC13003542	Chen	2026	Journal of Cancer	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
liver	10.1038/s41591-025-04169-6	PMC13004691	Li	2026	Nature medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.1038/s41598-026-40503-9	PMC13004974	Harjuntausta	2026	Scientific reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
cerebral	10.3389/fncel.2026.1774547	PMC13006222	Chen	2026	Frontiers in cellular neuroscience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
liver		PMC13006397	Li	2026	Cell reports. Medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fimmu.2026.1743806	PMC13006641	Liang	2026	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fncel.2026.1794559	PMC13008676	Petralla	2026	Frontiers in cellular neuroscience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.3389/fendo.2026.1762255	PMC13008746	Zhu	2026	Frontiers in endocrinology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.875
cerebral	10.1093/brain/awaf340	PMC13016731	Ljubikj	2026	Brain : a journal of neurology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s44319-026-00718-3	PMC13021958	Pampols-Perez	2026	EMBO reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41398-026-03890-1	PMC13022181	Perets	2026	Translational psychiatry	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.1038/s44319-026-00719-2	PMC13022303	Lampersperger	2026	EMBO reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
liver	10.3390/bioengineering13030335	PMC13024264	Ma	2026	Bioengineering (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41597-026-06881-5	PMC13031948	Martins	2026	Scientific data	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41420-026-02995-2	PMC13039969	Chi	2026	Cell death discovery	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1002/advs.202514783	PMC13042409	Labra	2026	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.571
liver	10.1002/1878-0261.70119	PMC13042547	Karabicici	2026	Molecular oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.857
kidney	10.1186/s13073-026-01615-z	PMC13049728	Skoczek	2026	Genome medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.1016/j.xpro.2026.104463	PMC13054417	Guzman	2026	STAR protocols	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.714
cerebral	10.2174/011570159x368403250618054913	PMC13054744	Liu	2026	Current neuropharmacology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41593-026-02226-y	PMC13058728	Liu	2026	Nature neuroscience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.1039/d6ra01285j	PMC13058803	Sprengel	2026	RSC advances	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
cerebral	10.3389/fncel.2026.1787173	PMC13065703	Izhiman	2026	Frontiers in cellular neuroscience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fphar.2026.1781376	PMC13066287	Guo	2026	Frontiers in pharmacology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1186/s12882-026-04877-2	PMC13067571	Wruck	2026	BMC nephrology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.571
cerebral	10.1093/neuonc/noaf271	PMC13070497	Zhou	2026	Neuro-oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.3390/ijms27073123	PMC13072725	Yang	2026	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.3390/ijms27073322	PMC13074184	Li	2026	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.1007/s10633-025-10053-y	PMC13083353	Elbagoury	2026	Documenta ophthalmologica. Advances in ophthalmology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41467-026-71391-2	PMC13096141	Menacho	2026	Nature communications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41380-025-03429-8	PMC13099384	Tisch	2026	Molecular psychiatry	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
liver	10.1186/s12920-026-02332-7	PMC13107761	Arriaga-González	2026	BMC medical genomics	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.nbd.2026.107281	PMC13110928	Pré	2026	Neurobiology of disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
kidney	10.3389/fphar.2026.1797220	PMC13111255	Yin	2026	Frontiers in pharmacology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.3390/cells15080712	PMC13115377	Batool	2026	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.3390/genes17040392	PMC13115896	Rowe	2026	Genes	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.875
kidney	10.20407/fmj.2025-044	PMC13129716	Itabashi	2026	Fujita medical journal	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.7554/elife.109708	PMC13132546	Hammond	2026	eLife	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.6
liver	10.1055/a-2779-4984	PMC13134922	Weinfurtner	2026	Seminars in liver disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
liver	10.3389/fcimb.2026.1799319	PMC13143968	Zhang	2026	Frontiers in cellular and infection microbiology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s12276-026-01684-5	PMC13144494	Shin	2026	Experimental & molecular medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
cerebral	10.1038/s41420-026-03085-z	PMC13150035	Parodi	2026	Cell death discovery	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.isci.2026.115819	PMC13157081	Dakhel	2026	iScience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
kidney	10.1093/hmg/ddaf205	PMC13158232	Zheng	2026	Human molecular genetics	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1093/hmg/ddaf185	PMC13158238	Chen	2026	Human molecular genetics	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
cerebral	10.1002/advs.202515887	PMC13159138	Afshar-Saber	2026	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1007/s11095-026-04058-8	PMC13179269	Nguyen	2026	Pharmaceutical research	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
cerebral	10.3389/fimmu.2026.1780328	PMC13180613	Li	2026	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
cerebral	10.1084/jem.20251801	PMC13182777	Song	2026	The Journal of experimental medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.917
cerebral	10.1186/s12943-026-02612-x	PMC13192117	Leva	2026	Molecular cancer	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.3390/antiox15050647	PMC13203161	Gopi	2026	Antioxidants (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
liver	10.3390/cells15100905	PMC13204467	Szkolnicka	2026	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.875
retinal	10.3390/ijms27104573	PMC13207989	Li	2026	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
kidney	10.1242/dmm.052997	PMC13225216	Bogani	2026	Disease models & mechanisms	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1186/s11689-026-09699-9	PMC13227629	Koetsier	2026	Journal of neurodevelopmental disorders	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
liver	10.1038/s41598-026-40490-x	PMC13233857	Leszczynska	2026	Scientific reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s42003-026-09948-6	PMC13250125	Villani	2026	Communications biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
liver	10.1038/s41392-026-02722-4	PMC13254210	Tang	2026	Signal transduction and targeted therapy	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.ebiom.2026.106337	PMC13261711	eBioMedicine	2026	EBioMedicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1002/1878-0261.70128	PMC7618758	Vaquié	2026	Molecular oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
cerebral	10.1016/j.devcel.2026.01.003	PMC7619060	Miller	2026	Developmental cell	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1016/j.neo.2025.101263	PMC12753499	Lorenzi	2026	Neoplasia (New York, N.Y.)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
lung	10.7150/ijbs.112100	PMC12781078	Liu	2026	International journal of biological sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1172/jci193153	PMC12807476	Palomeque	2026	The Journal of clinical investigation	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1038/s41419-025-08225-4	PMC12808802	Du	2026	Cell death & disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
tumor	10.1158/0008-5472.can-24-4165	PMC12809118	El Laithy	2026	Cancer research	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.34133/research.1065	PMC12828796	Xu	2026	Research (Washington, D.C.)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.34133/bmr.0311	PMC12835491	Helmueller	2026	Biomaterials research	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.7150/ijbs.114575	PMC12837744	Wang	2026	International journal of biological sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.3390/cancers18020307	PMC12839298	Johnston	2026	Cancers	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1007/s00204-025-04194-x	PMC12858538	Siemiątkowska	2026	Archives of toxicology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1093/humrep/deaf230	PMC12864149	Gunther	2026	Human reproduction (Oxford, England)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1002/advs.202503924	PMC12866856	Zhang	2026	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1038/s41377-025-02177-2	PMC12876881	Deloria	2026	Light, science & applications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1038/s41420-025-02772-7	PMC12876955	Dai	2026	Cell death discovery	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1158/2159-8290.cd-24-0813	PMC12877747	Cross	2026	Cancer discovery	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1002/advs.202513535	PMC12884792	Lei	2026	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.3389/fimmu.2026.1701440	PMC12890660	Wei	2026	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1038/s41467-026-68909-z	PMC12901050	Tsutsui	2026	Nature communications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
tumor	10.1002/advs.202515199	PMC12915205	Ferreira	2026	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1038/s42003-026-09570-6	PMC12923572	Bathini	2026	Communications biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
lung	10.1016/j.stemcr.2025.102755	PMC12925970	Du	2026	Stem cell reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.3389/fncel.2026.1720855	PMC12932252	Burket	2026	Frontiers in cellular neuroscience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.3389/fmolb.2026.1748347	PMC12935657	Bruno	2026	Frontiers in molecular biosciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1038/s41392-026-02585-9	PMC12936215	Katariya	2026	Signal transduction and targeted therapy	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1002/1878-0261.70129	PMC12936422	Strecker	2026	Molecular oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
tumor	10.3390/biology15040340	PMC12937888	Han	2026	Biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.3390/cells15040383	PMC12939479	Chai	2026	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.3390/cells15040373	PMC12939953	Chung	2026	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
tumor	10.1002/mco2.70656	PMC12954136	Yang	2026	MedComm	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.3389/fimmu.2026.1754206	PMC12957070	Wang	2026	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1002/snz2.70013	PMC12959610	Liu	2026	Journal of the Royal Society of New Zealand	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.1016/j.isci.2026.115050	PMC12961301	Sprangers	2026	iScience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
tumor	10.7150/ijbs.127562	PMC12965061	Gong	2026	International journal of biological sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1371/journal.pone.0339416	PMC12970873	Huang	2026	PloS one	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1038/s41419-026-08478-7	PMC12979794	Shi	2026	Cell death & disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1038/s41420-026-02980-9	PMC12988872	Kim	2026	Cell death discovery	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1038/s41388-026-03707-x	PMC12992119	Peng	2026	Oncogene	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1186/s13046-026-03668-9	PMC12998334	Furukawa	2026	Journal of experimental & clinical cancer research : CR	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.3389/fonc.2026.1773072	PMC12999449	Zhang	2026	Frontiers in oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1038/s41419-026-08514-6	PMC13003149	Nelen	2026	Cell death & disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
tumor	10.1038/s43587-025-01058-y	PMC13004681	Chiche	2026	Nature aging	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1038/s41419-026-08512-8	PMC13004995	Wang	2026	Cell death & disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
tumor	10.1158/2767-9764.crc-25-0473	PMC13012007	Sakshaug	2026	Cancer research communications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1158/2767-9764.crc-25-0193	PMC13014124	Chung	2026	Cancer research communications	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1016/j.isci.2026.115193	PMC13018967	Mulholland-Illingworth	2026	iScience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.3389/fonc.2026.1605054	PMC13021416	Li	2026	Frontiers in oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.3390/pharmaceutics18030337	PMC13028749	Qu	2026	Pharmaceutics	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1038/s41388-026-03733-9	PMC13033449	Adams	2026	Oncogene	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.3389/fcell.2026.1777400	PMC13033689	Edwards	2026	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.3389/fendo.2026.1781556	PMC13038448	van den Berg	2026	Frontiers in endocrinology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
tumor	10.1038/s41419-026-08605-4	PMC13039389	Sun	2026	Cell death & disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.556
pancreatic	10.1038/s41419-026-08529-z	PMC13039864	Lim	2026	Cell death & disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.833
tumor	10.1186/s12967-026-07924-6	PMC13041153	Huang	2026	Journal of translational medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1172/jci.insight.194683	PMC13041681	Wen	2026	JCI insight	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.857
gastric	10.1172/jci.insight.198703	PMC13043090	Hayes	2026	JCI insight	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1002/advs.202508588	PMC13045348	Peng	2026	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1186/s12967-026-07886-9	PMC13049741	Zhang	2026	Journal of translational medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.833
tumor	10.3389/fbioe.2026.1792350	PMC13050921	Chen	2026	Frontiers in bioengineering and biotechnology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
tumor	10.3389/fimmu.2026.1795703	PMC13057330	Wuyi	2026	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
tumor	10.1186/s13046-026-03666-x	PMC13059402	Jesinghaus	2026	Journal of experimental & clinical cancer research : CR	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1002/1878-0261.70168	PMC13060634	Balaseviciute	2026	Molecular oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1371/journal.pcbi.1014137	PMC13061327	Nguyen	2026	PLoS computational biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.3389/fcell.2026.1774215	PMC13061687	Lu	2026	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.556
pancreatic	10.1002/cam4.71726	PMC13071467	Yang	2026	Cancer medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.3389/fimmu.2026.1731216	PMC13079274	Yan	2026	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.833
tumor	10.1038/s41598-026-47856-1	PMC13079817	Doelvers	2026	Scientific reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1016/j.xpro.2026.104397	PMC13080461	Wennerberg	2026	STAR protocols	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
tumor	10.1126/sciadv.aeb0855	PMC13082322	Meng	2026	Science advances	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1186/s12943-026-02628-3	PMC13088643	Schmitt	2026	Molecular cancer	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1016/j.xpro.2026.104486	PMC13091043	Dolgos	2026	STAR protocols	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
tumor	10.1186/s40164-026-00771-7	PMC13094177	Zhang	2026	Experimental hematology & oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
